data;url;url2;lieu;text;source
09/02/15;http://palermo.repubblica.it/cronaca/2015/02/09/news/strage_al_largo_di_lampedusa_7_migranti_morti_di_freddo_e_altri_15_gravissimi-106892354;http://palermo.repubblica.it/cronaca/2015/02/09/news/strage_al_largo_di_lampedusa_7_migranti_morti_di_freddo_e_altri_15_gravissimi-106892354;Italia;7 cadaveri a bordo di un gommone soccorso 110 miglia a sud di Lampedusa. Altri 22 passeggeri trasbordati in gravissime condizioni di ipotermia sulle motovedette della Guardia Costiera, muoiono di freddo durante il trasferimento a Lampedusa.;Repubblica
08/02/15;http://politica.elpais.com/politica/2015/01/30/actualidad/1422621672_176098.html;http://politica.elpais.com/politica/2015/01/30/actualidad/1422621672_176098.html;Turchia;Naufragio davanti alle coste di Mugla causa 7 morti e 2 dispersi. Si salvano solo 6 passeggeri;MENAFN
30/01/15;http://politica.elpais.com/politica/2015/01/30/actualidad/1422621672_176098.html;http://politica.elpais.com/politica/2015/01/30/actualidad/1422621672_176098.html;Marocco;Naufraga nella notte un'imbarcazione salpata da Nador e diretta nell'enclave spagnola di Melilla. Recuperati 6 cadaveri in mare, altri 4 passeggeri sono dispersi;E Pais
22/01/15;http://www.timesofmalta.com/articles/view/20150122/local/update-4-migrant-dies-after-rescue-another-two-critical-ebola-tests.552922;http://www.timesofmalta.com/articles/view/20150122/local/update-4-migrant-dies-after-rescue-another-two-critical-ebola-tests.552922;Italia;Soccorso a poche miglia da Mellieha un gommone alla deriva da giorni con 87 naufraghi a bordo in grave stato di disidratazione. Quattro passeggeri vengono ricoverati d'urgenza e uno di loro muore in ospedale. I superstiti raccontando di aver abbandonato in mare i corpi di altre 20 persone morte di stenti durante la traversata;Times of Malta
18/01/15;http://www.tgcom24.mediaset.it/cronaca/calabria/immigrati-altri-sbarchi-in-calabria-e-sicilia-fermati-due-scafisti_2090217-201502a.shtml;http://www.tgcom24.mediaset.it/cronaca/calabria/immigrati-altri-sbarchi-in-calabria-e-sicilia-fermati-due-scafisti_2090217-201502a.shtml;Italia;La nave Sirio della Marina Militare ha raggiunto il porto di Reggio Calabria con 418 naufraghi soccorsi in mare. A bordo anche un morto;TgCom24
15/01/15;http://www.almanar.com.lb/english/adetails.php?eid=190892&frid=21&seccatid=64&cid=21&fromval=1;http://www.almanar.com.lb/english/adetails.php?eid=190892&frid=21&seccatid=64&cid=21&fromval=1;Libia;Un peschereccio con 72 persone a bordo fa naufragio davanti alle coste di Zliten. La Guardia Costiera libica soccorre i 27 superstiti e recupera le salme di 9 vittime. Dispersi gli altri 36 passeggeri;Al Manar
05/01/15;http://www.elperiodico.com/es/noticias/sucesos-y-tribunales/cinco-inmigrantes-mueren-naufragar-una-patera-kilometros-argelia-3829887;http://www.elperiodico.com/es/noticias/sucesos-y-tribunales/cinco-inmigrantes-mueren-naufragar-una-patera-kilometros-argelia-3829887;Algeria;Soccorsa imbarcazione al largo di Cabo de Palos, a Cartagena. I passeggeri raccontano di una seconda barca affondata 80 km al largo delle coste algerine causando la morte di 5 degli 11 passeggeri a bordo;El Periodico
26/12/14;http://palermo.repubblica.it/cronaca/2014/12/26/news/sbarchi_in_arrivo_nel_pomeriggio_a_messina_900_migranti-103734267;http://palermo.repubblica.it/cronaca/2014/12/26/news/sbarchi_in_arrivo_nel_pomeriggio_a_messina_900_migranti-103734267;Italia;Sbarchi a Pozzallo e Messina, ritrovate cinque salme a bordo di una delle imbarcazioni soccorse dalla Marina Militare;Repubblica
19/12/14;http://www.eldiario.es/desalambre/fallecidos-patera-supervivientes-Estrecho_0_336666863.html;http://www.eldiario.es/desalambre/fallecidos-patera-supervivientes-Estrecho_0_336666863.html;Spagna;Naufragio a due miglia da Tangeri. La Guardia Costiera marocchina salva 21 passeggeri, recuperate 9 salme;El Diario
12/12/14;http://www.repubblica.it/solidarieta/immigrazione/2014/12/12/news/continuano_gli_arrivi_via_mare_testimoni_raccontano_di_un_naufragio_con_47_vittime_arrivano_per_la_prima_volta_in_italia_p-102742974;http://www.repubblica.it/solidarieta/immigrazione/2014/12/12/news/continuano_gli_arrivi_via_mare_testimoni_raccontano_di_un_naufragio_con_47_vittime_arrivano_per_la_prima_volta_in_italia_p-102742974;Italia;"Tra i 557 passeggeri soccorsi dalla fregata ""Cigala Fulgosi"", i sopravvissuti di un naufragio – quasi tutti cittadini gambiani – raccontano di 47 passeggeri caduti in mare e dispersi al largo di Tajura, in Libia, la notte tra il 4 e il 5 dicembre. Tra i dispersi anche una donna incinta.";Repubblica
12/12/14;http://www.repubblica.it/solidarieta/immigrazione/2014/12/12/news/continuano_gli_arrivi_via_mare_testimoni_raccontano_di_un_naufragio_con_47_vittime_arrivano_per_la_prima_volta_in_italia_p-102742974;http://www.repubblica.it/solidarieta/immigrazione/2014/12/12/news/continuano_gli_arrivi_via_mare_testimoni_raccontano_di_un_naufragio_con_47_vittime_arrivano_per_la_prima_volta_in_italia_p-102742974;Italia;Secondo i sopravvissuti del naufragio del 5 dicembre - principalmente nigeriani, senegalesi e maliani – oltre alle 18 salme ritrovate a bordo, risulterebbero altri 10 passeggeri dispersi in mare;Repubblica
12/12/14;http://medios.mugak.eu/noticias/noticia/374175?criterio_id=142;http://medios.mugak.eu/noticias/noticia/374175?criterio_id=142;Spagna;Lo yatch Sea Rapsody intercetta in mare 26 miglia al largo di Motril, Granada, il corpo senza vita di un naufrago. Probabilmente si tratta di uno dei 28 dispersi del naufragio della settimana scorsa nel mare di Alboran;ABC
10/12/14;http://www.unhcr.org/5481bf796.html;http://www.unhcr.org/5481bf796.html;Italia;L'Alto Commissariato per i Rifugiati delle Nazioni Unite ha documentato la morte di 3.419 persone sulle rotte del contrabbando del Mediterraneo nel corso dei primi dodici mesi del 2014;Unhcr
05/12/14;http://politica.elpais.com/politica/2014/12/05/actualidad/1417784956_421916.html;http://politica.elpais.com/politica/2014/12/05/actualidad/1417784956_421916.html;Spagna;Il mercantile olandese Flinterbirka intercetta un gommone di 10 metri alla deriva da due giorni 23 miglia a sud est di Cabo de Gata, Almeria. I 29 superstiti a bordo raccontano una strage. Durante la notte, a causa del mare grosso sarebbero caduti in acqua e annegati ben 28 passeggeri, tra cui 7 bambini piccoli;El Pais
05/12/14;http://www.repubblica.it/cronaca/2014/12/05/news/immigrati_nuovo_naufragio_a_sud_di_lampedusa_almeno_dieci_le_vittime_-102154963;http://www.repubblica.it/cronaca/2014/12/05/news/immigrati_nuovo_naufragio_a_sud_di_lampedusa_almeno_dieci_le_vittime_-102154963;Libia;"18 passeggeri, tra cui una bambina di sette anni, sono morti di freddo su un gommone soccorso 110 miglia a sud di Lampedusa dal rimorchiatore civile ""Burbon Argos"". Le salme sono state portate a Porto Empedocle";Repubblica
20/11/14;http://www.abc.es/espana/20141120/abci-inmigrantes-almeria-201411200925.html;http://www.abc.es/espana/20141120/abci-inmigrantes-almeria-201411200925.html;Spagna;Si rovescia in mare una piccola imbarcazione 13 miglia al largo di Mesa Roldan, Almeria. Dispersi i 2 passeggeri;ABC
30/10/14;http://palermo.repubblica.it/cronaca/2014/10/30/news/immigrazione_almeno_20_dispersi_nel_canale_di_sicilia-99354666;http://palermo.repubblica.it/cronaca/2014/10/30/news/immigrazione_almeno_20_dispersi_nel_canale_di_sicilia-99354666;Italia;20 migranti risultano dispersi nel Canale di Sicilia, a largo della Libia, per il naufragio di un gommone diretto verso l'Italia. A dare l'allarme i 93 passeggeri tratti in salvo dalla nave Fiorillo della Guardia Costiera;Repubblica
06/10/14;http://www.repubblica.it/esteri/2014/10/06/news/libia_immigrazione_naufragio-97514307;http://www.repubblica.it/esteri/2014/10/06/news/libia_immigrazione_naufragio-97514307;Libia;Naufragio al largo di Zuwarah, a ovest di Tripoli. Circa 70 persone tratte in salvo, 30 cadaveri recuperati, almeno 100 i dispersi;Repubblica
29/12/14;http://www.todayszaman.com/latest-news_8-missing-after-migrant-boat-capsizes-near-bodrum_368274.html;http://www.todayszaman.com/latest-news_8-missing-after-migrant-boat-capsizes-near-bodrum_368274.html;Turchia;Affonda una piccola imbarcazione nelle acque di Gümü?lük, vicino a Bodrum. Due soli passeggeri riescono a mettersi in salvo raggiungendo a nuoto la riva. Gli altri 8 risultano dispersi;Todays Zaman
26/12/14;http://palermo.repubblica.it/cronaca/2014/12/26/news/sbarchi_in_arrivo_nel_pomeriggio_a_messina_900_migranti-103734267;http://palermo.repubblica.it/cronaca/2014/12/26/news/sbarchi_in_arrivo_nel_pomeriggio_a_messina_900_migranti-103734267;Italia;Le navi della Marina Militare italiana Etna e Orione, sbarcano a Pozzallo e Messina oltre mille persone tratte in salvo nel Canale di Sicilia in questi giorni. Con loro anche le salme di 5 naufraghi morti durante la traversata;Repubblica
19/12/14;http://www.eldiario.es/desalambre/fallecidos-patera-supervivientes-Estrecho_0_336666863.html;http://www.eldiario.es/desalambre/fallecidos-patera-supervivientes-Estrecho_0_336666863.html;Spagna;Naufragio a due miglia da Tangeri. La Guardia Costiera marocchina salva 21 passeggeri, recuperate 9 salme;El Diario
12/12/14;http://www.repubblica.it/solidarieta/immigrazione/2014/12/12/news/continuano_gli_arrivi_via_mare_testimoni_raccontano_di_un_naufragio_con_47_vittime_arrivano_per_la_prima_volta_in_italia_p-102742974;http://www.repubblica.it/solidarieta/immigrazione/2014/12/12/news/continuano_gli_arrivi_via_mare_testimoni_raccontano_di_un_naufragio_con_47_vittime_arrivano_per_la_prima_volta_in_italia_p-102742974;Italia;"Tra i 557 passeggeri soccorsi dalla fregata ""Cigala Fulgosi"", i sopravvissuti di un naufragio – quasi tutti cittadini gambiani – raccontano di 47 passeggeri caduti in mare e dispersi al largo di Tajura, in Libia, la notte tra il 4 e il 5 dicembre. Tra i dispersi anche una donna incinta.";Repubblica
12/12/14;http://www.repubblica.it/solidarieta/immigrazione/2014/12/12/news/continuano_gli_arrivi_via_mare_testimoni_raccontano_di_un_naufragio_con_47_vittime_arrivano_per_la_prima_volta_in_italia_p-102742974;http://www.repubblica.it/solidarieta/immigrazione/2014/12/12/news/continuano_gli_arrivi_via_mare_testimoni_raccontano_di_un_naufragio_con_47_vittime_arrivano_per_la_prima_volta_in_italia_p-102742974;Italia;Secondo i sopravvissuti del naufragio del 5 dicembre - principalmente nigeriani, senegalesi e maliani – oltre alle 18 salme ritrovate a bordo, risulterebbero altri 10 passeggeri dispersi in mare;Repubblica
12/12/14;https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/;https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/;Regno Unito;Lungo l'autostrada M25, un cittadino sudanese è morto schiacciato dalle ruote del camion sotto il quale si era nascosto per imbarcarsi di nascosto sul traghetto che dal porto di Calais collega la Francia al Regno Unito.;Calais Migrant Solidarity
12/12/14;http://medios.mugak.eu/noticias/noticia/374175?criterio_id=142;http://medios.mugak.eu/noticias/noticia/374175?criterio_id=142;Spagna;Lo yatch Sea Rapsody intercetta in mare 26 miglia al largo di Motril, Granada, il corpo senza vita di un naufrago. Probabilmente si tratta di uno dei 28 dispersi del naufragio della settimana scorsa nel mare di Alboran;ABC
10/12/14;http://www.unhcr.org/5481bf796.html;http://www.unhcr.org/5481bf796.html;Italia;L'Alto Commissariato per i Rifugiati delle Nazioni Unite ha documentato la morte di 3.419 persone sulle rotte del contrabbando del Mediterraneo nel corso dei primi dodici mesi del 2014;Unhcr
05/12/14;http://politica.elpais.com/politica/2014/12/05/actualidad/1417784956_421916.html;http://politica.elpais.com/politica/2014/12/05/actualidad/1417784956_421916.html;Spagna;Il mercantile olandese Flinterbirka intercetta un gommone di 10 metri alla deriva da due giorni 23 miglia a sud est di Cabo de Gata, Almeria. I 29 superstiti a bordo raccontano una strage. Durante la notte, a causa del mare grosso sarebbero caduti in acqua e annegati ben 28 passeggeri, tra cui 7 bambini piccoli;El Pais
05/12/14;http://www.repubblica.it/cronaca/2014/12/05/news/immigrati_nuovo_naufragio_a_sud_di_lampedusa_almeno_dieci_le_vittime_-102154963;http://www.repubblica.it/cronaca/2014/12/05/news/immigrati_nuovo_naufragio_a_sud_di_lampedusa_almeno_dieci_le_vittime_-102154963;Libia;"18 passeggeri, tra cui una bambina di sette anni, sono morti di freddo su un gommone soccorso 110 miglia a sud di Lampedusa dal rimorchiatore civile ""Burbon Argos"". Le salme sono state portate a Porto Empedocle";Repubblica
01/12/14;https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/;https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/;Francia;Eritreo muore investito da un'auto sull'autostrada A16 in direzione Calais-Boulogne mentre tentava di raggiungere il terminal francese dell'Eurotunnel;Calais Migrant Solidarity
20/11/14;http://www.abc.es/espana/20141120/abci-inmigrantes-almeria-201411200925.html;http://www.abc.es/espana/20141120/abci-inmigrantes-almeria-201411200925.html;Spagna;Si rovescia in mare una piccola imbarcazione 13 miglia al largo di Mesa Roldan, Almeria. Dispersi i 2 passeggeri;ABC
09/11/14;http://www.hurriyetdailynews.com/Default.aspx?pageID=238&nID=74084&NewsCatID=341;http://www.hurriyetdailynews.com/Default.aspx?pageID=238&nID=74084&NewsCatID=341;Turchia;Affonda una piccola imbarcazione nelle acque di Ayval?k, distretto di Bal?kesir, sulla rotta del contrabbando per l'isola greca di Lesvos. Si salvano in 5, recuperate le salme degli altri 4 passeggeri annegati;Hurriyet
12/11/14;http://www.dailysabah.com/nation/2014/11/12/death-toll-rises-to-27-in-migrant-boat-disaster;http://www.dailysabah.com/nation/2014/11/12/death-toll-rises-to-27-in-migrant-boat-disaster;Turchia;Sale a 27 il numero dei corpi ritrovati a Istanbul, nel tratto di mare tra il Bosforo e il Mar Nero, dopo il naufragio del 3 ottobre. L'ultima salma avvistata da un pescatore è di una bimba di 5 anni;Daily Sabah
30/10/14;http://palermo.repubblica.it/cronaca/2014/10/30/news/immigrazione_almeno_20_dispersi_nel_canale_di_sicilia-99354666;http://palermo.repubblica.it/cronaca/2014/10/30/news/immigrazione_almeno_20_dispersi_nel_canale_di_sicilia-99354666;Italia;20 migranti risultano dispersi nel Canale di Sicilia, a largo della Libia, per il naufragio di un gommone diretto verso l'Italia. A dare l'allarme i 93 passeggeri tratti in salvo dalla nave Fiorillo della Guardia Costiera;Repubblica
24/10/14;https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/;https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/;Francia;22enne sudanese muore tentando di saltare da un ponte sul tetto di un camion in movimento per imbarcarsi di nascosto su un traghetto per la Gran Bretagna nel porto di Calais;Calais Migrant Solidarity
20/10/14;http://www.kentonline.co.uk/dover/news/teen-dies-in-calais-trying-25725/;http://www.kentonline.co.uk/dover/news/teen-dies-in-calais-trying-25725/;Francia;16enne eritrea muore investita da un'auto sull'autostrada a Calais nei pressi del terminal francese dell'Eurotunnel;Kent Online
06/10/14;http://www.repubblica.it/esteri/2014/10/06/news/libia_immigrazione_naufragio-97514307;http://www.repubblica.it/esteri/2014/10/06/news/libia_immigrazione_naufragio-97514307;Libia;Naufragio al largo di Zuawrah, a ovest di Tripoli. Circa 70 persone tratte in salvo, 30 cadaveri recuperati, almeno 100 i dispersi;Repubblica
03/10/14;http://www.hurriyetdailynews.com/Default.aspx?pageID=238&nID=74084&NewsCatID=341;http://www.hurriyetdailynews.com/Default.aspx?pageID=238&nID=74084&NewsCatID=341;Turchia;Una barca con 41 passeggeri afgani fa naufragio a Istanbul, tra il Bosforo e il Mar Nero, tentando di raggiungere la Romania. Vengono recuperate le salme di 25 naufraghi. Continuano le ricerche di 12 dispersi;Hurriyet
03/10/14;http://www.diariosur.es/andalucia/201410/03/naufragio-patera-deja-ocho-20141003005538-v.html%E2%80%9D;http://www.diariosur.es/andalucia/201410/03/naufragio-patera-deja-ocho-20141003005538-v.html%E2%80%9D;Spagna;Restano ancora dispersi in mare 8 dei passeggeri dell'imbarcazione affondata due giorni fa nello stretto di Gibilterra, nelle acque dell'isola di Perejil;Diario Sur
02/10/14;https://uk.news.yahoo.com/ten-migrants-dead-dozens-missing-shipwreck-off-libya-131053152.html#qRvBEZt;https://uk.news.yahoo.com/ten-migrants-dead-dozens-missing-shipwreck-off-libya-131053152.html#qRvBEZt;Libia;Naufragio al largo delle coste libiche al largo di Garabuli, 60 km a est di Tripoli. Recuperati almeno 10 cadaveri, i dispersi sarebbero tra 80 e 90;AFP
01/10/14;http://www.eldiario.es/desalambre/Salvamento-Maritimo-inmigrante-desaparicion-patera_0_309019983.html;http://www.eldiario.es/desalambre/Salvamento-Maritimo-inmigrante-desaparicion-patera_0_309019983.html;Spagna;Ritrovati in mare i corpi senza vita di due passeggeri di un'imbarcazione affondata nelle acque dell'isola di Perejil, nello stretto di Gibilterra;El Diario
22/09/14;http://unhcr.einnews.com/article/225074529/RL3kTPzi8rmCbCEk;http://unhcr.einnews.com/article/225074529/RL3kTPzi8rmCbCEk;Libia;Naufragio 30 miglia al largo delle coste libiche, nel Canale di Sicilia. Mercantile battente bandiera di Singapore presta soccorso ai 55 superstiti. Recuperate 10 salme, i dispersi sono almeno 30;UNHCR
14/09/14;http://www.repubblica.it/cronaca/2014/09/14/news/affonda_barcone_a_largo_della_libia_ci_sono_vittime-95772900/;http://www.repubblica.it/cronaca/2014/09/14/news/affonda_barcone_a_largo_della_libia_ci_sono_vittime-95772900/;Libia;Naufragio al largo di Tajoura, tratti in salvo 26 passeggeri, almeno 224 le vittime;Repubblica
13/09/14;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;Libia;In un secondo naufragio davanti alle coste libiche, recuperati 45 cadaveri, 75 i superstiti;Repubblica
13/09/14;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;Malta;Naufragio al largo di Malta, solo 9 sopravvissuti, dispersi 300 passeggeri;Repubblica
13/09/14;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;Egitto;Naufragio davanti alle coste egiziane, 15 morti e 72 sopravvissuti;Repubblica
13/09/14;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;Libia;Naufragio davanti alle coste libiche, tratti in salvo 99 passeggeri, 3 i morti;Repubblica
10/09/14;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;http://www.repubblica.it/esteri/2014/09/15/news/immigrazione_naufragio_libia-95797747/;Libia;"500 dispersi in mare a 300 miglia al largo di Malta. A causare l'incidente sarebbero stati gli stessi contrabbandieri, che, da una seconda imbarcazione, avrebbero di proposito speronato e fatto colare a picco l'imbarcazione con a bordo 500 passeggeri, con i quali era nato un violento scontro. La denuncia è stata raccolta dall'Oim da due superstiti soccorsi dal mercantile panamense ""Pegasus"" e portati a Pozzallo";Repubblica
30/08/14;http://www.independent.ie/world-news/migrant-boat-capsizes-off-libya-30549830.html;http://www.independent.ie/world-news/migrant-boat-capsizes-off-libya-30549830.html;Libia;Naufragio al largo di Qarbouli, una cinquantina di km a est di Tripoli. La Guardia Costiera libica ha rinvenuto lo scafo danneggiato del gommone. Nessuna traccia dei passeggeri, si temono un centinaio di vittime;Independent
30/08/14;http://www.telegraph.co.uk/news/worldnews/africaandindianocean/libya/11066112/Tunisia-recovers-41-bodies-from-sea-near-Libya.html;http://www.telegraph.co.uk/news/worldnews/africaandindianocean/libya/11066112/Tunisia-recovers-41-bodies-from-sea-near-Libya.html;Tunisia;Sale a 41 il numero dei corpi ritrovati sulle spiagge di Ben Guerdane, in Tunisia, dopo l'ultimo naufragio;Telegraph
30/08/14;http://news.yahoo.com/tunisia-says-36-migrants-dead-latest-mediterranean-shipwreck-033927654.html;http://news.yahoo.com/tunisia-says-36-migrants-dead-latest-mediterranean-shipwreck-033927654.html;Tunisia;Partita da Zuwara, una imbarcazione carica di siriani affonda davanti alle coste di Ben Guerdane. Era diretta a Lampedusa. Recuperate le salme di 36 vittime, tra cui 8 donne e 5 bambini;Reuters
30/08/14;http://www.elmundo.es/espana/2014/09/06/540a1de2e2704e1e488b456b.html;http://www.elmundo.es/espana/2014/09/06/540a1de2e2704e1e488b456b.html;Spagna;Gli agenti delle Forze Ausiliarie marocchine assaltano un gruppo di un centinaio di persone che stavano tentando di scavalcare le recinzioni lungo la frontiera di Melilla, una delle due enclave spagnole in Marocco. Negli scontri vengono ammazzati due giovani camerunesi.;El Mundo
29/08/14;http://www.ekathimerini.com/4dcgi/_w_articles_wsite1_1_29/08/2014_542518;http://www.ekathimerini.com/4dcgi/_w_articles_wsite1_1_29/08/2014_542518;Grecia;Tre passeggeri dispersi in mare al largo dell'isola di Lesvos;Ekathimerini
24/08/14;http://www.unhcr.org/53fc58969.html;http://www.unhcr.org/53fc58969.html;Libia;In un terzo naufragio al largo delle coste libiche, un peschereccio con 400 passeggeri a bordo si rovescia in mare a causa del maltempo. Marina Militare italiana e Guardia Costiera insieme a un mercantile dirottato sul luogo dell'incidente, riescono a mettere in salvo 364 persone. Recuperate le salme di 24 vittime, si temonno una decina di dispersi;UNHCR
24/08/14;http://www.unhcr.org/53fc58969.html;http://www.unhcr.org/53fc58969.html;Libia;In un secondo incidente, un peschereccio diretto in Sicilia con 270 passeggeri a bordo è affondato al largo di Qarbouli, 50 km a est di Tripoli. Soltanto 19 i superstiti tratti in salvo dalla Guardia costiera libica. Recuperati un centinaio di corpi, tra cui quelli di 5 bambini e 7 donne. Continuano le ricerche degli altri 151 dispersi;UNHCR
24/08/14;http://palermo.repubblica.it/cronaca/2014/08/24/news/tragedia_a_sud_di_lampedusa_naufraga_gommone_diciotto_morti_oltre_60_in_salvo-94356646/;http://palermo.repubblica.it/cronaca/2014/08/24/news/tragedia_a_sud_di_lampedusa_naufraga_gommone_diciotto_morti_oltre_60_in_salvo-94356646/;Italia;Soccorso gommone alla deriva da due giorni 120 miglia a sud di Lampedusa. A bordo vengono ritrovati i corpi senza vita di 18 passeggeri, uccisi dalla sete e dai vapori di idrocarburi. Altri dieci passeggeri risultano dispersi in mare;Repubblica
22/08/14;http://www.ekathimerini.com/4dcgi/_w_articles_wsite1_1_22/08/2014_542320;http://www.ekathimerini.com/4dcgi/_w_articles_wsite1_1_22/08/2014_542320;Grecia;Affonda un'imbarcazione al largo di Tilos a causa di un incendio a bordo. Nonostante i soccorsi, uno dei passeggeri muore annegato;Ekathimerini
14/08/14;http://www.theguardian.com/uk-news/2014/aug/16/tilbury-migrant-death-new-deal-zeebrugge;http://www.theguardian.com/uk-news/2014/aug/16/tilbury-migrant-death-new-deal-zeebrugge;Regno Unito;Nel porto belga di Zeebrugge, 35 indiani, tra cui 7 bambini, riescono a nascondersi all'interno di un container imbarcato sulla nave cargo olandese di 180 metri Nortstream diretta nel Regno Unito. Dopo otto ore di viaggio, durante le lunghe operazioni di sbarco, i 35 vengono ritrovati in gravi condizioni di ipotermia e disidratazione. Uno di loro è morto durante la traversata;The Guardian
15/08/14;http://www.agi.it/cronaca/notizie/immigrati_altri_due_morti_nelle_ultime_ore-201408151514-cro-rt10037;http://www.agi.it/cronaca/notizie/immigrati_altri_due_morti_nelle_ultime_ore-201408151514-cro-rt10037;Italia;Due morti a bordo delle navi della Marina militare italiana durante le operazioni di salvataggio nel Canale di Sicilia;Agi
01/08/14;http://medios.mugak.eu/noticias/noticia/353989?criterio_id=1797;http://medios.mugak.eu/noticias/noticia/353989?criterio_id=1797;Spagna;Ripescato in mare a Huelva il corpo in avanzato stato di decomposizione di un uomo, probabilmente annegato durante un naufragio;El Correo
30/07/14;http://www.repubblica.it/cronaca/2014/07/30/news/immigrati_affonda_barcone_al_largo_della_libia_almeno_venti_morti_decine_di_dispersi-92708833/;http://www.repubblica.it/cronaca/2014/07/30/news/immigrati_affonda_barcone_al_largo_della_libia_almeno_venti_morti_decine_di_dispersi-92708833/;Libia;Naufragio al largo delle coste libiche sulle rotte per la Sicilia. L'incidente è avvenuto a un centinaio di km ad est di Tripoli. Recuperati finora 20 corpi senza vita, i dispersi in mare sarebbero 108;Repubblica
23/07/14;http://www.independent.co.uk/news/uk/home-news/death-of-an-asylum-seeker-the-tragic-story-of-the-eritrean-teenager-killed-just-as-he-made-it-into-9913284.html;http://www.independent.co.uk/news/uk/home-news/death-of-an-asylum-seeker-the-tragic-story-of-the-eritrean-teenager-killed-just-as-he-made-it-into-9913284.html;Regno Unito;16enne eritreo riesce a nascondersi sotto un autobus della D&H Harrod nel porto di Calais e a imbarcarsi sul traghetto per Dover. Una volta arrivato in Gran Bretagna però, muore investito sotto le ruote dell'autobus tentando di scendere;Independent
22/07/14;http://www.repubblica.it/cronaca/2014/07/22/news/i_naufraghi_superstiti_barcone_strapieno_ne_sono_annegati_180-92107078/;http://www.repubblica.it/cronaca/2014/07/22/news/i_naufraghi_superstiti_barcone_strapieno_ne_sono_annegati_180-92107078/;Italia;Si aggrava il bilancio del naufragio del 19 luglio. Secondo il racconto dei superstiti sbarcati a Messina, tra i morti soffocati nella stiva durante il naufragio e quelli caduti in mare durante il viaggio, mancherebbero all'appello ben 181 dei 750 passeggeri di un'imbarcazione sovraccaricata all'inverosimile;Repubblica
21/07/14;http://palermo.repubblica.it/cronaca/2014/07/21/news/affonda_un_gommone_recuperati_5_cadaveri-92050439/;http://palermo.repubblica.it/cronaca/2014/07/21/news/affonda_un_gommone_recuperati_5_cadaveri-92050439/;Italia;La nave mercantile Genmar Compatriot soccorre un gommone semiaffondato. A bordo i cadaveri di 5 passeggeri morti di stento. Altri 14 risultano dispersi in mare;Repubblica
20/07/14;http://www.worldbulletin.net/todays-news/141013/3-migrants-drown-off-libyas-coast-104-rescued/;http://www.worldbulletin.net/todays-news/141013/3-migrants-drown-off-libyas-coast-104-rescued/;Libia;La Guardia Costiera libica soccorre un'imbarcazione in difficoltà 80 km a est di Tripoli: 3 morti, in salvo 108 passeggeri;World Bulletin
19/07/14;http://www.business-standard.com/article/pti-stories/2-illegal-migrants-drown-in-mediterranean-sea-114071900397_1.html;http://www.business-standard.com/article/pti-stories/2-illegal-migrants-drown-in-mediterranean-sea-114071900397_1.html;Egitto;Naufragio al largo di Kafr Sheikh sulla rotta del contrabbando per l'Italia. La Guardia Costiera egiziana soccorre l'unico superstite e recupera 2 salme. Dispersi gli altri 53 passeggeri;Business Standard
19/07/14;http://palermo.repubblica.it/cronaca/2014/07/20/news/sbarchi_nave_con_100_migranti_in_arrivo_al_porto_di_palermo_a_messina_attesi_in_400_a_pozzallo_in_203-91992138/;http://palermo.repubblica.it/cronaca/2014/07/20/news/sbarchi_nave_con_100_migranti_in_arrivo_al_porto_di_palermo_a_messina_attesi_in_400_a_pozzallo_in_203-91992138/;Italia;Affonda un'imbarcazione al largo di Malta. Muoiono asfissiati almeno 29 passeggeri rinchiusi dentro la stiva. Uno dei bambini a bordo invece perde la vita poco dopo il salvataggio, durante le operazioni di trasferimento in mare;Repubblica
17/07/14;http://www.thedailystar.net/italian-rescuers-say-19-dead-from-migrant-boat-report-34100;http://www.thedailystar.net/italian-rescuers-say-19-dead-from-migrant-boat-report-34100;Italia;Il mercantile panamense Città di Sidone sbarca a Porto Empedocle (AG) i 61 superstiti che ha soccorso 36 miglia al nord di Tripoli. Gli altri 41 passeggeri della barca affondata sono dati per dispersi;Daily Star
